"国试书业·互联网软件应用与开发试卷","null","null","国试书业 编","null","132","9787562245117","0.0","0"
"计算机图形学理论与算法基础","null","辽宁科学技术出版社","示范性软件学院系列教材","null","255","9787538172560","0.0","0"
"互联网软件应用与开发","null","null","null","null","null","9787040148381","0.0","0"
"互联网软件应用与开发","null","朝华出版","","null","144","9787505408500","0.0","0"
"互联网软件应用与开发","null","默认","杨纪成","null","null","9787505857766","0.0","0"
"软件与互联网法（上册）","null","商务印书馆","[美]马克·A.莱姆利","null","510","9787100107129","0.0","0"
"BECOM初级互联网软件开发工程师","null","null","北京阿博泰克北大青鸟信息技术有限公司职业教育研究院","null","2620","9787121141911","0.0","0"
"软件与互联网权益保护300问","null","山东人民出版社","吴士增","null","392","9787209028653","0.0","0"
"电脑学校4--互联网篇(软件)","null","北京大学出版社","","null","null","9787900636980","0.0","0"
"分布式算法导论","null","机械工业出版社","泰尔","Introduction to Distributed Algorithms","385 页","9787111146742","0.0","0"
"轻松学算法","null","电子工业出版社","互联网算法面试宝典","null","412","9787121291944","0.0","0"
"金耳朵声算法(听算,视算,设计,测验,评估,成绩,中文,英文)(软件)","null","null","null","null","null","9787900612274","0.0","0"
"数值并行算法与软件","null","null","null","null","277","9787030194619","0.0","0"
"钢筋算法与实例详解+钢筋软件操作与实例详解（附图册）","null","中国建材工业出版社","本社","null","619","9787802273580","0.0","0"
"钢结构设计软件模型,算法及应用研究","null","知识产权出版社","刘宝芹","null","137","9787513018746","0.0","0"
"并行算法导论","null","中信出版社,机械工业出版社","[印] C.Xavier，（美）S.S.I","null","263","9787111133902","0.0","0"
"分布式算法","null","机械工业出版社","(美)Nancy A.Lynch","Distributed Algorithms","527","9787111131274","0.0","0"
"嵌入式系统软件设计中的常用算法","null","null","周航慈","null","187","9787811249439","0.0","0"
"计算机软件技术基础","null","清华大学","徐士良","null","169","9787302150817","0.0","0"
"Java软件结构与数据结构","null","null","null","null","393","9787302205951","0.0","0"
"蚁群算法及其应用","null","哈工大出版社","李士勇","null","245","9787560320601","0.0","0"
"分布式算法导论","null","电子工业出版社","特尔 (Gerard Tel)","null","596","9787505388109","0.0","0"
"软件测试技术概论","null","清华大学出版社","古乐 编","null","450","9787302081777","0.0","0"
"微软的崛起-比尔.盖茨与他的软件王国","null","新华出版社","丹尼尔.伊克比亚","null","314","9787501131396","0.0","0"
"软件工程原理与应用","null","null","null","null","289","9787302254089","0.0","0"
"自由软件运动经典文献","null","云南大学出版社","贾星客","null","null","9787810685542","0.0","0"
"软件人机界面设计","null","null","null","null","244","9787040236552","0.0","0"
"常用信息化软件在教学中的深度应用","null","华东师范大学出版社","马九克","null","316","9787561794005","0.0","0"
"面向使用的软件设计","null","null","刘正捷","null","423","9787111345756","0.0","0"
"综合平台","null","中信出版社","移动互联网时代核心商业模式","null","291","9787508647906","0.0","0"
"软件测试基础教程","null","机械工业出版社","（美）Aditya P Mathur","Foundations of Software Testing","400","9787111351887","0.0","0"
"IT导航图2009年版","null","化学工业出版社","野村综合研究所技术调查部","null","185","9787122066985","0.0","0"
"优质代码","null","人民邮电出版社","软件测试的原则 实践与模式","Quality Code: Software Testing Principles, Practices, and Patterns","216","9787115375582","0.0","0"
"Scrum实战","null","清华大学出版社","—敏捷软件项目管理与开发","null","184","9787302314639","0.0","0"
"Mathematica Navigator","null","Academic Press","Mathematics, Statistics, and Graphics","null","844","9780126036428","0.0","0"
"搜索引擎与信息获取技术","null","清华大学出版社","徐宝文","null","288","9787302061359","0.0","0"
"Algorithms in C (paperback)","null","Addison-Wesley Professional","Robert Sedgewick","null","672","9780768682335","0.0","0"
"Web Caching and Its Applications (The Springer International Series in Engineering and Computer Science)","null","Springer","S.V. Nagaraj","null","262","9781402080494","0.0","0"
"Linux 红帽旋风","null","中国青年出版社","(美)罗伯特?杨","null","204","9787500640301","0.0","0"
"计算机组成与设计（原书第5版）","null","机械工业出版社","硬件/软件接口","Computer Organization and Design：The Hardware/Software Interface，Fifth Edition","536","9787111504825","0.0","0"
"谁排第一","null","机械工业出版社","关于评价和排序的科学","Who&#39;s #1?","264","9787111459323","0.0","0"
"The Black Box Society","null","Harvard University Press","The Secret Algorithms That Control Money and Information","null","320","9780674368279","0.0","0"
"Python语言程序设计","null","机械工业出版社","[美]梁勇(Lang Y. D.)","null","448","9787111487685","0.0","0"
"RESTful .NET","null","O&#39;Reilly Media","Build and Consume RESTful Web Services with .NET 3.5","null","310","9780596519209","0.0","0"
"云计算技术指南","null","null","杨文志","null","289","9787122093318","0.0","0"
"Shakespeare Illustrated by Old Authors, Volume 1...","null","null","Rushton, William Lowes","null","92","9781279824665","0.0","0"
"Performance by Design","null","Prentice Hall","Computer Capacity Planning By Example","null","480","9780130906731","0.0","0"
